qid	mention	entity	set_id
trec-2013-18_6	JP Morgan Chase	<dbpedia:JPMorgan_Chase>	0
trec-2013-18_7	JP Morgan Chase	<dbpedia:JPMorgan_Chase>	0
trec-2013-19_1	JP Morgan Chase	<dbpedia:JPMorgan_Chase>	0
trec-2013-19_2	JP Morgan Chase	<dbpedia:JPMorgan_Chase>	0
trec-2013-19_2	google	<dbpedia:Google>	0
trec-2013-19_3	JP Morgan Chase	<dbpedia:JPMorgan_Chase>	0
trec-2013-19_4	JP Morgan	<dbpedia:JPMorgan_Chase>	0
trec-2013-19_5	JP Morgan	<dbpedia:JPMorgan_Chase>	0
trec-2013-20_1	march madness	<dbpedia:NCAA_Men's_Division_I_Basketball_Championship>	0
trec-2013-20_10	march madness	<dbpedia:NCAA_Men's_Division_I_Basketball_Championship>	0
trec-2013-20_11	march madness	<dbpedia:NCAA_Men's_Division_I_Basketball_Championship>	0
trec-2013-20_5	march madness	<dbpedia:NCAA_Men's_Division_I_Basketball_Championship>	0
trec-2013-20_6	march madness	<dbpedia:NCAA_Men's_Division_I_Basketball_Championship>	0
trec-2013-20_9	march madness	<dbpedia:NCAA_Men's_Division_I_Basketball_Championship>	0
trec-2013-21_2	NCAA	<dbpedia:National_Collegiate_Athletic_Association>	0
trec-2013-21_2	march madness	<dbpedia:NCAA_Men's_Division_I_Basketball_Championship>	0
trec-2013-21_4	NCAA	<dbpedia:National_Collegiate_Athletic_Association>	0
trec-2013-21_6	NCAA	<dbpedia:National_Collegiate_Athletic_Association>	0
trec-2013-21_6	march madness	<dbpedia:NCAA_Men's_Division_I_Basketball_Championship>	0
trec-2013-21_7	NCAA	<dbpedia:National_Collegiate_Athletic_Association>	0
trec-2013-21_7	march madness	<dbpedia:NCAA_Men's_Division_I_Basketball_Championship>	0
trec-2013-22_2	Connie Culp	<dbpedia:Connie_Culp>	0
trec-2013-22_3	Connie Culp	<dbpedia:Connie_Culp>	0
trec-2013-22_5	Isabelle Dinoire	<dbpedia:Isabelle_Dinoire>	0
trec-2013-22_8	Isabelle	<dbpedia:Isabelle_Dinoire>	0
trec-2013-23_1	dulles airport	<dbpedia:Washington_Dulles_International_Airport>	0
trec-2013-23_2	dulles airport	<dbpedia:Washington_Dulles_International_Airport>	0
trec-2013-23_3	dulles	<dbpedia:Dulles,_Virginia>	0
trec-2013-23_4	dulles	<dbpedia:Dulles,_Virginia>	0
trec-2013-24_1	dulles airport	<dbpedia:Washington_Dulles_International_Airport>	0
trec-2013-24_2	dulles airport	<dbpedia:Washington_Dulles_International_Airport>	0
trec-2013-24_2	virginia	<dbpedia:Virginia>	0
trec-2013-24_3	dulles airport	<dbpedia:Washington_Dulles_International_Airport>	0
trec-2013-24_3	virginia	<dbpedia:Virginia>	0
trec-2013-25_1	Boston pops	<dbpedia:Boston_Pops_Orchestra>	0
trec-2013-25_2	Boston pops	<dbpedia:Boston_Pops_Orchestra>	0
trec-2013-26_2	Boston Pops	<dbpedia:Boston_Pops_Orchestra>	0
trec-2013-26_3	boston pops orchestra	<dbpedia:Boston_Pops_Orchestra>	0
trec-2013-26_4	boston pops orchestra	<dbpedia:Boston_Pops_Orchestra>	0
trec-2013-26_5	Boston Pops	<dbpedia:Boston_Pops_Orchestra>	0
trec-2013-26_6	Boston Pops	<dbpedia:Boston_Pops_Orchestra>	0
trec-2013-27_1	jeopardy	<dbpedia:Jeopardy!>	0
trec-2013-27_2	jeopardy	<dbpedia:Jeopardy!>	0
trec-2013-27_3	jeopardy	<dbpedia:Jeopardy!>	0
trec-2013-28_1	jeopardy	<dbpedia:Jeopardy!>	0
trec-2013-28_2	jeopardy	<dbpedia:Jeopardy!>	0
trec-2013-29_1	jeopardy	<dbpedia:Jeopardy!>	0
trec-2013-29_2	jeopardy	<dbpedia:Jeopardy!>	0
trec-2013-29_3	jeopardy	<dbpedia:Jeopardy!>	0
trec-2013-30_1	churchill downs	<dbpedia:Churchill_Downs>	0
trec-2013-30_2	churchill downs	<dbpedia:Churchill_Downs>	0
trec-2013-31_1	churchill downs	<dbpedia:Churchill_Downs>	0
trec-2013-31_2	churchill downs horse racing park	<dbpedia:Churchill_Downs>	0
trec-2013-31_4	churchill downs	<dbpedia:Churchill_Downs>	0
trec-2013-31_5	kentucky derby museum	<dbpedia:Kentucky_Derby_Museum>	0
trec-2013-31_6	churchilldowns.com	<dbpedia:Churchill_Downs>	0
trec-2013-31_9	churchill downs	<dbpedia:Churchill_Downs>	0
trec-2013-32_1	Churchill downs	<dbpedia:Churchill_Downs>	0
trec-2013-32_2	Churchill downs race	<dbpedia:Churchill_Downs>	0
trec-2013-32_3	Churchill downs	<dbpedia:Churchill_Downs>	0
trec-2013-32_4	Churchill downs	<dbpedia:Churchill_Downs>	0
trec-2013-32_4	Kentucky derby museum	<dbpedia:Kentucky_Derby_Museum>	0
trec-2013-37_1	State university of new york	<dbpedia:State_University_of_New_York>	0
trec-2013-37_2	State university of new york	<dbpedia:State_University_of_New_York>	0
trec-2013-38_1	SUNY colleges	<dbpedia:State_University_of_New_York>	0
trec-2013-38_2	SUNY albany	<dbpedia:University_at_Albany,_SUNY>	0
trec-2013-38_4	albany university	<dbpedia:University_at_Albany,_SUNY>	0
trec-2013-38_5	SUNY plattsburgh athletics	<dbpedia:State_University_of_New_York_at_Plattsburgh>	0
trec-2013-39_1	suny colleges	<dbpedia:State_University_of_New_York>	0
trec-2013-39_2	number of suny colleges	<dbpedia:State_University_of_New_York>	0
trec-2013-39_3	suny college	<dbpedia:State_University_of_New_York>	0
trec-2013-39_4	suny albany	<dbpedia:University_at_Albany,_SUNY>	0
trec-2013-39_5	albany hospital	<dbpedia:Albany_Medical_Center_Hospital>	0
trec-2013-39_5	ny	<dbpedia:New_York>	0
trec-2013-41_1	obama	<dbpedia:Barack_Obama>	0
trec-2013-41_2	obama	<dbpedia:Barack_Obama>	0
trec-2013-45_1	red bull drink	<dbpedia:Red_Bull>	0
trec-2013-45_2	red bull drink	<dbpedia:Red_Bull>	0
trec-2013-45_3	red bull	<dbpedia:Red_Bull>	0
trec-2013-46_1	Red Bull	<dbpedia:Red_Bull>	0
trec-2013-46_2	Red Bull	<dbpedia:Red_Bull>	0
trec-2013-46_4	red bull	<dbpedia:Red_Bull>	0
trec-2013-46_5	red bull drink	<dbpedia:Red_Bull>	0
trec-2013-46_6	red bull	<dbpedia:Red_Bull>	0
trec-2013-46_7	red bull	<dbpedia:Red_Bull>	0
trec-2013-46_8	US	<dbpedia:United_States>	0
trec-2013-46_8	red bull	<dbpedia:Red_Bull>	0
trec-2013-48_4	uk	<dbpedia:United_Kingdom>	0
trec-2013-52_3	switzerland	<dbpedia:Switzerland>	0
trec-2013-52_5	us	<dbpedia:United_States>	0
trec-2013-57_11	asia	<dbpedia:Asia>	0
trec-2013-57_3	east asia	<dbpedia:East_Asia>	0
trec-2013-57_4	east asia	<dbpedia:East_Asia>	0
trec-2013-57_5	east asia	<dbpedia:East_Asia>	0
trec-2013-58_1	Europe	<dbpedia:Europe>	0
trec-2013-58_3	EUROPEAN UNION	<dbpedia:European_Union>	0
trec-2013-58_3	greece	<dbpedia:Greece>	0
trec-2013-58_4	EUROPEAN UNION	<dbpedia:European_Union>	0
trec-2013-58_4	portugal	<dbpedia:Portugal>	0
trec-2013-58_5	EUROPEAN UNION	<dbpedia:European_Union>	0
trec-2013-58_5	spain	<dbpedia:Spain>	0
trec-2013-60_1	portugal	<dbpedia:Portugal>	0
trec-2013-60_2	spain	<dbpedia:Spain>	0
trec-2013-60_3	spain	<dbpedia:Spain>	0
trec-2013-60_4	ireland	<dbpedia:Ireland>	0
trec-2013-60_5	ireland	<dbpedia:Ireland>	0
trec-2013-60_7	cyprus	<dbpedia:Cyprus>	0
trec-2013-62_6	getaways	<dbpedia:Getaway>	0
trec-2013-62_7	getaways	<dbpedia:Getaway>	0
trec-2013-67_1	god	<dbpedia:God>	0
trec-2013-68_4	USA	<dbpedia:United_States>	0
trec-2013-69_1	africa	<dbpedia:Africa>	0
trec-2013-69_2	africa	<dbpedia:Africa>	0
trec-2013-6_3	uk	<dbpedia:United_Kingdom>	0
trec-2013-6_4	uk	<dbpedia:United_Kingdom>	0
trec-2013-6_5	united kingdom	<dbpedia:United_Kingdom>	0
trec-2013-6_6	-usa	<dbpedia:United_States>	0
trec-2013-70_1	Africa	<dbpedia:Africa>	0
trec-2013-70_2	Africa	<dbpedia:Africa>	0
trec-2013-70_3	Africa	<dbpedia:Africa>	0
trec-2013-70_4	Africa	<dbpedia:Africa>	0
trec-2013-70_5	Africa	<dbpedia:Africa>	0
trec-2013-76_3	uk	<dbpedia:United_Kingdom>	0
trec-2013-77_2	un	<dbpedia:United_Nations>	0
trec-2013-77_3	UN	<dbpedia:United_Nations>	0
trec-2013-84_2	hawaii	<dbpedia:Hawaii>	0
trec-2013-85_2	Los Angeles	<dbpedia:Los_Angeles>	0
trec-2013-85_3	Los Angeles	<dbpedia:Los_Angeles>	0
trec-2013-86_1	New York City	<dbpedia:New_York_City>	0
trec-2013-86_2	Chicago	<dbpedia:Chicago>	0
trec-2013-86_3	Washington DC	<dbpedia:Washington,_D.C.>	0
trec-2013-87_1	us	<dbpedia:United_States>	0
trec-2013-87_10	boston	<dbpedia:Boston>	0
trec-2013-87_11	nyc	<dbpedia:New_York_City>	0
trec-2013-87_12	nyc	<dbpedia:New_York_City>	0
trec-2013-87_12	philadelphia	<dbpedia:Philadelphia>	0
trec-2013-87_13	philadelphia	<dbpedia:Philadelphia>	0
trec-2013-87_13	washington dc	<dbpedia:Washington,_D.C.>	0
trec-2013-87_14	philadelphia	<dbpedia:Philadelphia>	0
trec-2013-87_15	washington dc	<dbpedia:Washington,_D.C.>	0
trec-2013-87_16	nyc	<dbpedia:New_York_City>	0
trec-2013-87_16	philadelphia	<dbpedia:Philadelphia>	0
trec-2013-87_17	nyc	<dbpedia:New_York_City>	0
trec-2013-87_17	philadelphia	<dbpedia:Philadelphia>	0
trec-2013-87_18	nyc	<dbpedia:New_York_City>	0
trec-2013-87_18	philadelphia	<dbpedia:Philadelphia>	0
trec-2013-87_2	boston	<dbpedia:Boston>	0
trec-2013-87_2	new york	<dbpedia:New_York>	0
trec-2013-87_3	maps.bing.com	<dbpedia:Bing_Maps>	0
trec-2013-87_5	bing maps	<dbpedia:Bing_Maps>	0
trec-2013-87_6	hartford	<dbpedia:Hartford,_Connecticut>	0
trec-2013-87_7	hartford	<dbpedia:Hartford,_Connecticut>	0
trec-2013-87_8	hartford connecticut	<dbpedia:Hartford,_Connecticut>	0
trec-2013-87_9	boston	<dbpedia:Boston>	0
trec-2013-87_9	hartford	<dbpedia:Hartford,_Connecticut>	0
trec-2013-89_1	ron howard	<dbpedia:Ron_Howard>	0
trec-2013-93_1	(Black OR african-american) history month	<dbpedia:Black_History_Month>	0
trec-2013-94_1	Black history month	<dbpedia:Black_History_Month>	0
trec-2013-95_1	new york city	<dbpedia:New_York_City>	0
trec-2013-99_1	Kansas	<dbpedia:Kansas>	0
yahoo-101_3	dockers	<dbpedia:Dockers>	0
yahoo-101_4	kristen stewart	<dbpedia:Kristen_Stewart>	0
yahoo-101_5	area code 503	<dbpedia:Area_codes_503_and_971>	0
yahoo-101_6	area code 503	<dbpedia:Area_codes_503_and_971>	0
yahoo-104_3	yahoo! games	<dbpedia:Yahoo!_Games>	0
yahoo-104_5	gooo	<dbpedia:Go-oo>	0
yahoo-104_6	google	<dbpedia:Google>	0
yahoo-106_1	brian stann	<dbpedia:Brian_Stann>	0
yahoo-112_1	bj's	<dbpedia:BJ's_Restaurant_&_Brewery>	1
yahoo-112_1	bj's	<dbpedia:BJ's_Wholesale_Club>	0
yahoo-113_4	kelly carlson	<dbpedia:Kelly_Carlson>	0
yahoo-117_1	jenner	<dbpedia:Kris_Jenner>	0
yahoo-117_3	john mccain	<dbpedia:John_McCain>	0
yahoo-118_1	surface	<dbpedia:Microsoft_Surface>	0
yahoo-119_1	netflix	<dbpedia:Netflix>	0
yahoo-123_1	psd401	<dbpedia:Peninsula_School_District>	0
yahoo-125_1	new york	<dbpedia:New_York_City>	0
yahoo-125_1	times square church	<dbpedia:Times_Square_Church>	0
yahoo-126_10	london	<dbpedia:London>	0
yahoo-126_10	yahoo	<dbpedia:Yahoo!>	0
yahoo-126_11	yahoo	<dbpedia:Yahoo!>	0
yahoo-126_2	iphone	<dbpedia:IPhone>	0
yahoo-126_3	iphone 5	<dbpedia:IPhone_5>	0
yahoo-126_4	jim mora	<dbpedia:Jim_E._Mora>	2
yahoo-126_4	jim mora	<dbpedia:Jim_L._Mora>	1
yahoo-126_4	jim mora	<dbpedia:Jim_Mora_(broadcaster)>	0
yahoo-126_7	yahoo	<dbpedia:Yahoo!>	0
yahoo-126_8	yahoo mail	<dbpedia:Yahoo!_Mail>	0
yahoo-126_9	yahoo mail	<dbpedia:Yahoo!_Mail>	0
yahoo-127_1	grandville, mi	<dbpedia:Grandville,_Michigan>	0
yahoo-127_2	drudge report	<dbpedia:Drudge_Report>	0
yahoo-128_4	cambridge	<dbpedia:University_of_Cambridge>	0
yahoo-128_5	cambridge engineering	<dbpedia:Department_of_Engineering,_University_of_Cambridge>	0
yahoo-128_6	cambridge	<dbpedia:University_of_Cambridge>	0
yahoo-129_2	irvine california	<dbpedia:Irvine,_California>	0
yahoo-130_1	linkedin	<dbpedia:LinkedIn>	0
yahoo-131_1	aol.com	<dbpedia:AOL>	0
yahoo-131_2	aol.com mail	<dbpedia:AOL_Mail>	0
yahoo-132_1	detroit	<dbpedia:Detroit>	0
yahoo-132_2	laurel park mall	<dbpedia:Laurel_Park_Place>	0
yahoo-135_1	cebu pacific airlines	<dbpedia:Cebu_Pacific>	0
yahoo-135_2	cebu pacific airlines	<dbpedia:Cebu_Pacific>	0
yahoo-136_1	halo 4	<dbpedia:Halo_4>	0
yahoo-137_1	solo's	<dbpedia:Hope_Solo>	0
yahoo-138_1	accord	<dbpedia:Honda_Accord>	0
yahoo-138_10	equinox	<dbpedia:Chevrolet_Equinox>	0
yahoo-138_11	lacrosse buick	<dbpedia:Buick_LaCrosse>	0
yahoo-138_12	taurus	<dbpedia:Ford_Taurus>	0
yahoo-138_13	camry	<dbpedia:Toyota_Camry>	0
yahoo-138_14	camry	<dbpedia:Toyota_Camry>	0
yahoo-138_15	cx5	<dbpedia:Mazda_CX-5>	0
yahoo-138_16	mustang	<dbpedia:Ford_Mustang>	0
yahoo-138_17	malibu	<dbpedia:Chevrolet_Malibu>	0
yahoo-138_18	malibu	<dbpedia:Chevrolet_Malibu>	0
yahoo-138_19	malibu	<dbpedia:Chevrolet_Malibu>	0
yahoo-138_2	altima	<dbpedia:Nissan_Altima>	0
yahoo-138_3	altima	<dbpedia:Nissan_Altima>	0
yahoo-138_4	accord	<dbpedia:Honda_Accord>	0
yahoo-138_5	accord	<dbpedia:Honda_Accord>	0
yahoo-138_7	accord	<dbpedia:Honda_Accord>	0
yahoo-138_8	kia optima	<dbpedia:Kia_Optima>	0
yahoo-139_3	dewayne wade	<dbpedia:Dwyane_Wade>	0
yahoo-139_4	elizabeth banks	<dbpedia:Elizabeth_Banks>	0
yahoo-139_5	illinois lottery	<dbpedia:Illinois_State_Lottery>	0
yahoo-139_6	lens crafters	<dbpedia:LensCrafters>	0
yahoo-13_1	lark voorhies	<dbpedia:Lark_Voorhies>	0
yahoo-13_10	facebook	<dbpedia:Facebook>	0
yahoo-13_12	yahoo! mail	<dbpedia:Yahoo!_Mail>	0
yahoo-13_13	yahoo	<dbpedia:Yahoo!>	0
yahoo-13_15	india	<dbpedia:India>	0
yahoo-13_15	yahoo mail	<dbpedia:Yahoo!_Mail>	0
yahoo-13_16	yahoo mail plus	<dbpedia:Yahoo!_Mail>	0
yahoo-13_17	facebook	<dbpedia:Facebook>	0
yahoo-13_3	yahoo!	<dbpedia:Yahoo!>	0
yahoo-13_6	presidents day	<dbpedia:Washington's_Birthday>	0
yahoo-140_1	bob dole	<dbpedia:Bob_Dole>	0
yahoo-140_11	shia labeouf	<dbpedia:Shia_LaBeouf>	0
yahoo-140_3	adam levine	<dbpedia:Adam_Levine>	0
yahoo-140_4	dancing with the stars	<dbpedia:Dancing_with_the_Stars_(U.S._TV_series)>	0
yahoo-140_7	jeb bush	<dbpedia:Jeb_Bush>	0
yahoo-140_8	bentleyschool.net	<dbpedia:Bentley_School>	0
yahoo-140_9	jack pardee	<dbpedia:Jack_Pardee>	0
yahoo-144_1	springfield mo	<dbpedia:Springfield,_Missouri>	0
yahoo-147_1	jengka	<dbpedia:Bandar_Pusat_Jengka>	0
yahoo-147_1	uitm	<dbpedia:Universiti_Teknologi_MARA>	0
yahoo-148_1	gmail	<dbpedia:Gmail>	0
yahoo-149_1	espn	<dbpedia:ESPN>	0
yahoo-14_1	mouseketeer	<dbpedia:The_Mickey_Mouse_Club>	0
yahoo-150_1	obama	<dbpedia:Barack_Obama>	0
yahoo-155_1	tumblr	<dbpedia:Tumblr>	0
yahoo-155_2	tumblr	<dbpedia:Tumblr>	0
yahoo-155_3	tumblr	<dbpedia:Tumblr>	0
yahoo-155_4	tumblr	<dbpedia:Tumblr>	0
yahoo-164_3	dirty jobs	<dbpedia:Dirty_Jobs>	0
yahoo-165_1	converse	<dbpedia:Converse_(shoe_company)>	0
yahoo-167_1	oklahoma school of science and mathematics	<dbpedia:Oklahoma_School_of_Science_and_Mathematics>	0
yahoo-168_1	windows 2000	<dbpedia:Windows_2000>	0
yahoo-168_2	pa	<dbpedia:Pennsylvania>	0
yahoo-169_1	white house	<dbpedia:White_House>	0
yahoo-169_2	texas	<dbpedia:Texas>	0
yahoo-170_1	valerie eliot	<dbpedia:Valerie_Eliot>	0
yahoo-171_1	ky	<dbpedia:Kentucky>	0
yahoo-173_1	va	<dbpedia:Virginia>	0
yahoo-176_1	samsung	<dbpedia:Samsung>	0
yahoo-178_1	aetv	<dbpedia:A&E_(TV_channel)>	0
yahoo-179_1	comcast	<dbpedia:Comcast>	0
yahoo-17_1	starship troopers 2	<dbpedia:Starship_Troopers_2:_Hero_of_the_Federation>	0
yahoo-184_1	danica patrick	<dbpedia:Danica_Patrick>	0
yahoo-184_3	oksana baiul	<dbpedia:Oksana_Baiul>	0
yahoo-186_2	linc inc	<dbpedia:LINC>	0
yahoo-186_3	linc	<dbpedia:LINC>	0
yahoo-186_4	indeed.com	<dbpedia:Indeed.com>	0
yahoo-189_1	casa de campo	<dbpedia:Casa_de_Campo>	0
yahoo-189_3	best buy	<dbpedia:Best_Buy>	0
yahoo-18_1	esther phillips	<dbpedia:Esther_Phillips>	0
yahoo-18_2	facebook.com	<dbpedia:Facebook>	0
yahoo-18_5	texas	<dbpedia:Texas>	0
yahoo-190_2	gucci	<dbpedia:Gucci>	0
yahoo-192_1	elizabeth essex	<dbpedia:Elizabeth_Capell,_Countess_of_Essex>	0
yahoo-192_4	universal sports	<dbpedia:Universal_Sports>	0
yahoo-196_1	hamas	<dbpedia:Hamas>	0
yahoo-196_2	kim kardashian	<dbpedia:Kim_Kardashian>	0
yahoo-197_1	icbc	<dbpedia:Industrial_and_Commercial_Bank_of_China>	0
yahoo-197_10	penelope cruz	<dbpedia:Penélope_Cruz>	0
yahoo-197_12	iran	<dbpedia:Iran>	0
yahoo-197_13	xbox 360	<dbpedia:Xbox_360>	0
yahoo-197_14	xm radio	<dbpedia:XM_Satellite_Radio>	0
yahoo-197_2	penticton bc	<dbpedia:Penticton>	0
yahoo-197_3	penticton bc canada	<dbpedia:Penticton>	0
yahoo-197_4	penticton bc	<dbpedia:Penticton>	0
yahoo-197_5	penticton bc	<dbpedia:Penticton>	0
yahoo-197_6	penticton bc	<dbpedia:Penticton>	0
yahoo-197_7	penticton	<dbpedia:Penticton>	0
yahoo-197_8	penticton herald	<dbpedia:Penticton_Herald>	0
yahoo-197_9	pentagon	<dbpedia:The_Pentagon>	0
yahoo-198_1	bieber	<dbpedia:Justin_Bieber>	0
yahoo-199_2	heidi klum	<dbpedia:Heidi_Klum>	0
yahoo-1_2	amazon	<dbpedia:Amazon.com>	0
yahoo-1_4	douglas kennedy	<dbpedia:Douglas_Harriman_Kennedy>	0
yahoo-1_5	aetna	<dbpedia:Aetna>	0
yahoo-200_1	river phoenix	<dbpedia:River_Phoenix>	0
yahoo-200_3	movember	<dbpedia:Movember>	0
yahoo-201_1	billy scott	<dbpedia:Billy_Scott_(singer)>	0
yahoo-201_2	myrtle beach sc	<dbpedia:Myrtle_Beach,_South_Carolina>	0
yahoo-201_3	myrtle beach sc	<dbpedia:Myrtle_Beach,_South_Carolina>	0
yahoo-201_5	myrtle beach	<dbpedia:Myrtle_Beach,_South_Carolina>	0
yahoo-202_1	cnnsi	<dbpedia:CNN_Sports_Illustrated>	0
yahoo-204_1	firefox	<dbpedia:Firefox>	0
yahoo-205_1	black friday	<dbpedia:Black_Friday_(shopping)>	0
yahoo-205_1	walmart	<dbpedia:Walmart>	0
yahoo-205_2	black friday	<dbpedia:Black_Friday_(shopping)>	0
yahoo-209_2	usc	<dbpedia:University_of_Southern_California>	0
yahoo-20_1	the big bang theory	<dbpedia:The_Big_Bang_Theory>	0
yahoo-20_2	ditka	<dbpedia:Mike_Ditka>	0
yahoo-20_4	jc penney	<dbpedia:J._C._Penney>	0
yahoo-20_5	walmart.com	<dbpedia:Walmart>	0
yahoo-210_1	burlington wisconsin	<dbpedia:Burlington,_Wisconsin>	0
yahoo-213_1	msn.com	<dbpedia:MSN>	0
yahoo-215_1	bass pro shoppe	<dbpedia:Bass_Pro_Shops>	0
yahoo-219_1	mexico	<dbpedia:Mexico>	0
yahoo-219_1	yahoo	<dbpedia:Yahoo!>	0
yahoo-219_3	twitter	<dbpedia:Twitter>	0
yahoo-21_1	w.c.handy	<dbpedia:W._C._Handy>	0
yahoo-21_2	williamstown vt	<dbpedia:Williamstown,_Vermont>	0
yahoo-220_1	samsung galaxy siii	<dbpedia:Samsung_Galaxy_S_III>	0
yahoo-220_3	iphone5	<dbpedia:IPhone_5>	0
yahoo-223_1	southwest	<dbpedia:Southwest_Airlines>	0
yahoo-226_1	deborah raffin	<dbpedia:Deborah_Raffin>	0
yahoo-226_4	life of pi	<dbpedia:Life_of_Pi>	0
yahoo-226_5	hector camacho	<dbpedia:Héctor_Camacho>	0
yahoo-229_4	att.com	<dbpedia:AT&T>	0
yahoo-22_1	pandora	<dbpedia:Pandora_Radio>	0
yahoo-232_1	katy perry	<dbpedia:Katy_Perry>	0
yahoo-233_2	ooVoo	<dbpedia:OoVoo>	0
yahoo-235_1	oprah life class	<dbpedia:Oprah's_Lifeclass>	0
yahoo-235_2	ted	<dbpedia:TED_(conference)>	0
yahoo-235_2	ted	<dbpedia:Ted_(film)>	1
yahoo-235_6	newport beach	<dbpedia:Newport_Beach,_California>	0
yahoo-235_7	newport beach	<dbpedia:Newport_Beach,_California>	0
yahoo-235_8	corona del mar	<dbpedia:Corona_del_Mar,_Newport_Beach>	0
yahoo-236_2	party city	<dbpedia:Party_City>	0
yahoo-236_3	bath and body works	<dbpedia:Bath_&_Body_Works>	0
yahoo-236_6	yellowpages	<dbpedia:Yellow_pages>	0
yahoo-237_1	websters dictionary	<dbpedia:Webster's_Dictionary>	0
yahoo-237_3	gmail	<dbpedia:Gmail>	0
yahoo-237_4	monster.com	<dbpedia:Monster.com>	0
yahoo-237_5	google.com	<dbpedia:Google>	0
yahoo-239_1	weeworld	<dbpedia:WeeWorld>	0
yahoo-240_3	aol	<dbpedia:AOL>	0
yahoo-240_4	buffalo wild wing	<dbpedia:Buffalo_Wild_Wings>	0
yahoo-243_1	anne hathaway	<dbpedia:Anne_Hathaway>	0
yahoo-244_1	juventus	<dbpedia:Juventus_F.C.>	0
yahoo-245_1	yahoo! weather	<dbpedia:Yahoo!>	0
yahoo-246_1	north korean assassination weapons	<dbpedia:North_Korea>	0
yahoo-246_2	oprah	<dbpedia:Oprah_Winfrey>	0
yahoo-246_3	jaco costa rica	<dbpedia:Jacó,_Costa_Rica>	0
yahoo-246_4	costa rica	<dbpedia:Costa_Rica>	0
yahoo-246_5	costa rica	<dbpedia:Costa_Rica>	0
yahoo-246_5	four seasons	<dbpedia:Four_Seasons_Hotels_and_Resorts>	0
yahoo-246_6	costa rica	<dbpedia:Costa_Rica>	0
yahoo-248_1	carol burnett	<dbpedia:Carol_Burnett>	0
yahoo-248_11	mi	<dbpedia:Michigan>	0
yahoo-248_13	miss universe	<dbpedia:Miss_Universe>	0
yahoo-248_14	mister rogers	<dbpedia:Mister_Rogers'_Neighborhood>	0
yahoo-248_3	yahoo! deals	<dbpedia:Yahoo!>	0
yahoo-248_5	death of a salesman	<dbpedia:Death_of_a_Salesman>	0
yahoo-248_6	penn state	<dbpedia:Pennsylvania_State_University>	0
yahoo-248_7	rizal	<dbpedia:José_Rizal>	0
yahoo-24_1	kgrs	<dbpedia:KGRS>	0
yahoo-24_2	scciowa	<dbpedia:Southeastern_Community_College_(Iowa)>	0
yahoo-250_1	israel	<dbpedia:Israel>	0
yahoo-251_2	michael cuddyer	<dbpedia:Michael_Cuddyer>	0
yahoo-251_3	michael curry	<dbpedia:Michael_Curry>	0
yahoo-251_5	yahoo!	<dbpedia:Yahoo!>	0
yahoo-251_6	brenda song	<dbpedia:Brenda_Song>	0
yahoo-251_7	los angeles	<dbpedia:Los_Angeles>	0
yahoo-251_8	los angeles	<dbpedia:Los_Angeles>	0
yahoo-251_9	los angeles	<dbpedia:Los_Angeles>	0
yahoo-252_1	legalzoom	<dbpedia:LegalZoom>	0
yahoo-254_1	makita	<dbpedia:Makita>	0
yahoo-254_2	banco santander brasil	<dbpedia:Santander_Brasil>	0
yahoo-254_5	bodog	<dbpedia:Bodog>	0
yahoo-255_1	twinkies	<dbpedia:Twinkie>	0
yahoo-257_2	apple	<dbpedia:Apple_Inc.>	0
yahoo-258_1	hugh grant	<dbpedia:Hugh_Grant>	0
yahoo-260_1	florida	<dbpedia:Florida>	0
yahoo-264_1	fay observer	<dbpedia:The_Fayetteville_Observer>	0
yahoo-266_2	office depot	<dbpedia:Office_Depot>	0
yahoo-266_3	aqueduct race track	<dbpedia:Aqueduct_Racetrack>	0
yahoo-266_4	pakistan	<dbpedia:Pakistan>	0
yahoo-267_1	payless shoes	<dbpedia:Payless_ShoeSource>	0
yahoo-269_1	mapquest	<dbpedia:MapQuest>	0
yahoo-26_1	karl rove	<dbpedia:Karl_Rove>	0
yahoo-270_1	alternet	<dbpedia:AlterNet>	0
yahoo-271_2	the great gatsby	<dbpedia:The_Great_Gatsby_(1974_film)>	0
yahoo-273_1	james harden	<dbpedia:James_Harden>	0
yahoo-273_1	rockets	<dbpedia:Houston_Rockets>	0
yahoo-273_3	dicks	<dbpedia:Dick's_Sporting_Goods>	0
yahoo-273_4	adidas	<dbpedia:Adidas>	0
yahoo-273_5	macys	<dbpedia:Macy's>	0
yahoo-274_1	lexington county sc	<dbpedia:Lexington_County,_South_Carolina>	0
yahoo-275_1	facebook	<dbpedia:Facebook>	0
yahoo-277_1	cuban	<dbpedia:Mark_Cuban>	0
yahoo-277_1	trump	<dbpedia:Donald_Trump>	0
yahoo-279_3	reservation	<dbpedia:Indian_reservation>	0
yahoo-27_1	toys r us	<dbpedia:Toys_%22R%22_Us>	0
yahoo-27_2	new york state	<dbpedia:New_York>	0
yahoo-27_3	ny state	<dbpedia:New_York>	0
yahoo-281_2	sam elliot	<dbpedia:Sam_Elliott>	0
yahoo-282_1	newport	<dbpedia:Newport_Beach,_California>	0
yahoo-289_1	redsox	<dbpedia:Boston_Red_Sox>	0
yahoo-289_3	youtube	<dbpedia:YouTube>	0
yahoo-291_1	black friday	<dbpedia:Black_Friday_(shopping)>	0
yahoo-291_1	walmart	<dbpedia:Walmart>	0
